"","caption","commentsCount","displayUrl","firstComment","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","inputUrl","isCommentsDisabled","isPinned","isSponsored","likesCount","locationName","ownerUsername","productType","timestamp","type","url","videoPlayCount","date","Board","EngagementType","Board1","Board2","Board3","Social","Cultural","Political","Activism","Workshop","Carrousel","Video","Image","attnum","date_n"
"20","Refat Chubarov answered pressing questions from both the Ukrainian and international audience present at the event. 








#crimea #standwithukraine",1,"https://scontent-mia5-1.cdninstagram.com/v/t51.29350-15/353422049_653741803267252_3948704179602643411_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG9nl4aFHjeyz4PwHNwdOXOj5-99fTF2C1egQ0Q0leWOeOrqMP6AMqvccG0F5EbD0Q&_nc_ohc=IjvN5XHo9uMQ7kNvwFp7eH7&_nc_gid=cDjQbfUWctnE-UqGxJT2Ug&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afc2r59ujUsXNot4azSmEsRyaErIZWouCN140tNZnp_uKQ&oe=69057B5D&_nc_sid=10d13b","Such a unique opportunity!","crimea","standwithukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",37,NA,"abba.association.leiden","igtv","2023-06-13T20:01:09.000Z","Video","https://www.instagram.com/p/CtcXVwGLxz-/",NA,2023-06-13,1,"Political",1,0,0,0,0,1,0,0,0,1,0,NA,641.294349540079
"21","We thank everyone for attending today’s event and showing your support to the Crimean Tatar people! 








#crimea #standwithukraine",0,"https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/353022687_1331694204223580_2809214438568525048_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QE8mui87WpJY8HUeFoCkxGXKtCu_blM6zZlgm4xdrQhnJBEOsXr7Tevzz3U0TkX5NE&_nc_ohc=LJRxvQmelL8Q7kNvwEle86t&_nc_gid=mFyNe8AodAmjk-eONv1_UQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aff64QKd5tGuzJkIsz1zsx_OThIz_u6w7kgZWdalB2qs3g&oe=69059582&_nc_sid=10d13b",NA,"crimea","standwithukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",23,NA,"abba.association.leiden","igtv","2023-06-13T20:04:01.000Z","Video","https://www.instagram.com/p/CtcXqkNLimD/",NA,2023-06-13,1,"Political",1,0,0,0,0,1,0,0,0,1,0,NA,641.294349540079
"22","We are honored to have had the opportunity to speak with Refat Chubarov, the Head of the Mejlis of the Crimean Tatar People. Together with our guests, we learned about about Crimean peninsula and the history of its people. 








#crimea #standwithukraine",2,"https://instagram.fcps4-1.fna.fbcdn.net/v/t51.29350-15/353827033_537219495113910_4583462062683655732_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fcps4-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QH1lvh9jb5mvz93rkGaeOXINfQptoQns1wieTydKy5_7Ps5WoS7HabWQRXHQuH6Jo0ULun7MDHX_EDG4uLPyGLi&_nc_ohc=LBjBA7XeX-AQ7kNvwEd3oAj&_nc_gid=heOXPJ8zqQkx1aY5lZYSWQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffwwMkCRvtTqhVsMSBOQfzVo-DkiXokzmgvutFtw-pEXQ&oe=69058A2E&_nc_sid=10d13b","👏👏👏","crimea","standwithukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",34,NA,"abba.association.leiden","igtv","2023-06-13T19:54:55.000Z","Video","https://www.instagram.com/p/CtcWnEyO4Xk/",NA,2023-06-13,1,"Political",1,0,0,0,0,1,0,0,0,1,0,NA,641.294349540079
"23","🙌 On Tuesday, ABBA was honored to welcome Refat Chubarov, the Head of the Crimean Tatar Mejlis. 

















🗣 Refat Chubarov talked about the history of the Crimean Tatar people and their continuous struggle for autonomy. 

















🙏 It was very important for us to have a Crimean Tatar perspective at Leiden University, and we hope to raise awareness of their struggle in the future!

















📸 @saleh__ph_",2,"https://instagram.fmem1-1.fna.fbcdn.net/v/t51.29350-15/353862549_812848770349965_8739739195129970623_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fmem1-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFMPUgkdCo0aN8rIHN6fxcsgk27MB81mRPq3GcQBnNsgcFYLeBs5Gr2XTtjqOUJ60I&_nc_ohc=EQhYOkw84xIQ7kNvwEVvzar&_nc_gid=rZHGphqpjPF0v71icSxSIg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfdbtOPPtmsKHIc5QMJjxrJeVEmVGlzuEMgYVTlKpUXDvg&oe=69056B03&_nc_sid=10d13b","👏👏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",70,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2023-06-14T17:02:36.000Z","Carrousel","https://www.instagram.com/p/CtenuyrsM8e/",NA,2023-06-14,1,"Political",1,0,0,0,0,1,0,0,1,0,0,NA,641.327201051248
"24","🇺🇦 On August 24, ABBA celebrated Ukraine’s Independence Day! 

















☝️ As per Goal #3 of our association, it is essential for us to maintain attention on Russia’s invasion of Ukraine. 

















🪧 Therefore, our members actively participate in various events and encourage people to continue their support. 

















➡️ Scroll to see how we engage with Dutch policymakers!",3,"https://scontent-lga3-2.cdninstagram.com/v/t51.29350-15/370205258_1829202670832563_5981319452986459355_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHE38l6iqFeJRqz-2Dhn0cNpl1A0QLNu0aBoB50himg64dBZRaJavyV0jvVl7CxLms&_nc_ohc=6c43HRJrzbkQ7kNvwEyOQrI&_nc_gid=3-iFTdLnLZuhRT0TcUYrwQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afd6mBm-A74ZDl8sLmTXpiBqNKbTZICQEPJtNSXAldxNeg&oe=690574E0&_nc_sid=10d13b","Truly memorable! Looking forward for more events!","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",121,"Netherlands","abba.association.leiden",NA,"2023-08-27T14:18:51.000Z","Carrousel","https://www.instagram.com/p/Cwc30Kks10f/",NA,2023-08-27,1,"Social",1,0,0,1,0,0,0,0,1,0,0,NA,643.758212877792
"25","🇺🇦 We are happy to invite you to ABBA’s FIRST EVER Ukrainian language lesson! 

















🗣 Get acquainted with Ukraine’s etiquette forms, practice your pronunciation, and learn to read Cyrillic. 

















📆 September 27 








⏰ 15:00-17:00 








📍 Room 3.46, Wijnhaven 

















🤲 We hope to see you there! 

















*No registration required",0,"https://instagram.fabe1-1.fna.fbcdn.net/v/t51.29350-15/382563694_279884534813929_1326331023027598239_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QHGsX2pZAS2g4h7S9DmyYbTg1M0txKotEemNhdFgg2sOwIrq_jM2IFSyIa2vzdjhOg&_nc_ohc=UXJnAazmkYkQ7kNvwGLF3sc&_nc_gid=bujkeliBkgJfJNNQIsWkIQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afd_0J0HuXcot1Wz190qyC1-H-mQ-ZHWFve-UMHF59LW5Q&oe=69058037&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",68,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2023-09-25T10:24:04.000Z","Image","https://www.instagram.com/p/CxnIACjM6FH/",NA,2023-09-25,1,"Cultural",1,0,0,0,1,0,0,0,0,0,1,NA,644.710906701708
"26","👐 Last Thursday ABBA members attended the lecture “Rule of Law in Poland: Why Should You Care?” by Professor Adam Bodnar, the former Polish Ombudsman for Human Rights, organized by @ourruleoflaw 

















🎤 Professor Bodnar talked about the deterioration of some democratic institutions in Poland, especially the judiciary, and its influence on the rule of law and current situation in the country.

















🇵🇱 As the upcoming parliamentary elections in Poland will take place this Sunday, the 15th of October, he also emphasized the importance of voting and encouraged to participate in the elections.

















🗳️ We also encourage our Polish followers to cast their votes! Remember, you will be given 3 cards: one for Sejm (Polish lower chamber of parliament), one for Senat (upper chamber) and one for referendum. Don’t forget to bring your valid ID card - otherwise you won’t be able to participate!",0,"https://instagram.fcps3-1.fna.fbcdn.net/v/t51.29350-15/391043968_7664668600226892_4442803358512842702_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fcps3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QF0jLhFM66ExS7Dwq4RrnULqVe2LfH8eOrPfiFeNMrI43QLDvxavn-20oYj6nsFi_Ohh0HhH5HRwR_SnkeLH6lL&_nc_ohc=Ax5i4Rlvot8Q7kNvwEtXclK&_nc_gid=ZFSLQ8sLRsWk3frECcnKiQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffdypAfhcHpXFuTMXaafG9VoB8RfP0-QTWg-vyreKwPXA&oe=6905977F&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",73,"Universiteit Leiden","abba.association.leiden",NA,"2023-10-12T09:25:06.000Z","Image","https://www.instagram.com/p/CySyw_OMcyx/",NA,2023-10-12,1,"Political",1,0,0,0,0,1,0,0,1,0,0,NA,645.26938239159
"27","‼️ROOM CHANGE‼️ 








🙌 We are happy to invite you to a Panel Discussion on Ukraine’s Reconstruction titled “Build Back Better.” 

















📆 Thu, October 19








⏰ 17:30-19:00








📍Room 3.60, Leiden University Wijnhaven, The Hague 

















🗣 We will be joined by 3 speakers: Robert Serry, Oleksandra Tkachenko, and Marieke Droogsma. 

















💬 The discussion will be moderated by Karel Burger Dirven. 

















🔗 Don’t miss the opportunity and register now via link in bio!",7,"https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/387697911_252306964454009_5284804129368006788_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QHU2ivuMveXPjsVQ_ZX7Mhw-BArq-VDYZMR77XMk8eLyR4Qgrmb9PEvWbCP_bQrZWM&_nc_ohc=IBQ37QwliVAQ7kNvwGbiOe0&_nc_gid=XJlKuBH5rqZS3-YiUjnylw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcoxE4dWuuZTsODK5gHwiG_unrzz3VSsyufN5yTJP2nDg&oe=690568DF&_nc_sid=10d13b","👏🔥❤️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",87,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2023-10-12T17:32:02.000Z","Image","https://www.instagram.com/p/CyTqfb2rSWO/",NA,2023-10-12,1,"Political",1,0,0,0,0,1,0,0,1,0,0,86,645.26938239159
"28","🛑 Реєстрація закрита








🙌 З радістю запрошуємо студентів на зустріч з відомим українським режисером і актором кримськотатарського походження, Ахтемом Сеітаблаєвим. 

















❗️ Зараз Ахтем перебуває з коротким візитом у Європі для показу своєї нової стрічки Мирний-21. У вас є чудова нагода зустрітись з ним особисто. 

















⏰: 29 жовтня, 13:00








📍: Посольство України в Нідерландах, Zeestraat 78, Гаага 

















📝 Кількість місць обмежена, встигніть зареєструватись (посилання в описі)",2,"https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/395658816_866485231736871_2683065165278539767_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFaRh99JemsPhr0xQrwLjABabNOpUkuoTGthEFxiT5UMXjHXRwpebrmTDDL3qVWLyU&_nc_ohc=T7ypb0dd0_YQ7kNvwFlMmyc&_nc_gid=mmKNVadACXNaOEtWWZJl1w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffFiMGgTcfpLSUOKGvbdFV9XZcGqcHLzTnkZu5GCfW5MA&oe=69057D9B&_nc_sid=10d13b","Досі в шоці😱",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",41,"Embassy of Ukraine in the Kingdom of the Netherlands","abba.association.leiden",NA,"2023-10-27T13:02:00.000Z","Image","https://www.instagram.com/p/Cy5zgsprwuW/",NA,2023-10-27,1,"Cultural",1,0,0,0,1,0,0,0,0,0,1,24,645.762155059133
"29","📌 Our main goals are: 

















1️⃣ Spread awareness of member states’ culture, and traditions.

















For years, Eastern European countries have gotten little coverage within university curricula. By starting this association, we aim to raise awareness of our countries’ present-day achievements, as well as historical and cultural richness, through events, discussions, and festivals.

















2️⃣ Promote an academic focus on member states' political and historical developments.

















When viewing developments of our countries, little is known to the general public outside of the headline stories. We strive to share knowledge of the intricate workings of our histories and political systems through an academic lens to provide greater context and deeper understanding.

















3️⃣ Maintain attention on Russia's invasion of Ukraine.

















For more than a year, Ukraine has been bravely defending its right to freedom and democracy. We aim to do everything possible to support Ukrainian students and to remind our communities about the hardships Ukrainian people are facing.

















🤝 Join us as we work towards accomplishing our goals and serving our students.",1,"https://scontent-lga3-2.cdninstagram.com/v/t51.29350-15/395751856_1420926635150301_1800721538181499305_n.jpg?stp=dst-jpg_e35_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFkLoy0k5o-baOqD1m2vaAIW7hKBHI8jzKSgw6fL_kZ2f2SiZc_841QEmg_QGEIEIU&_nc_ohc=krGbr3mdozEQ7kNvwGRVPDP&_nc_gid=jz-PoaTkaYrZJx04xxiUyQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffiIamvwZBSvvcbBPyVgePU6w5bUw4QDE9t9ylAiIEEZA&oe=69056F26&_nc_sid=10d13b","🔥 it's really very important goals!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",84,"The Hague, Netherlands","abba.association.leiden",NA,"2023-10-28T19:31:44.000Z","Video","https://www.instagram.com/p/Cy9E6FMr1oi/",NA,2023-10-28,1,"Social",1,0,0,1,0,0,0,0,0,0,1,NA,645.795006570302
"30","🤝 On October 29, we were happy to welcome the famous Ukrainian movie director of Crimean Tatar origin, Akhtem Seitablayev, to The Hague. 

















🗣 Akhtem Seitablayev met with Ukrainian youths at the Embassy of Ukraine in the Kingdom of the Netherlands to share his experiences and motivations.

















🎞 The audience got a unique chance to view Akhtem's documentary created as part of @culturevswar series and ask pressing questions.

















🙏 We are so grateful for this opportunity and hope to enrich our community even further!

















📷 @anna.b.photography",0,"https://scontent-mia3-3.cdninstagram.com/v/t39.30808-6/468305580_122185707464088106_7538547811007804561_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHHfjHrzisPowxdcCt0ZilnR7BOEs5keyLXJGwbto0ZV0A1P_zQvPCFBF_AY7oigKXSEuPC-JMX1OURbX0n3mg-&_nc_ohc=lYObp2mMr7QQ7kNvwG94_3O&_nc_gid=0IoFNrco-Uh5hYUsHo6NQg&edm=APs17CUAAAAA&ccb=7-5&oh=00_AffBB3zBkiiDo5NnT_05dtTlky_UjIW4-DA4k8xYLOVjjg&oe=690565BF&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",80,"Embassy of Ukraine in the Kingdom of the Netherlands","abba.association.leiden",NA,"2023-11-07T11:20:12.000Z","Video","https://www.instagram.com/p/CzV8mwfRT_x/",NA,2023-11-07,1,"Cultural",1,0,0,0,1,0,0,0,1,0,0,NA,646.123521681997
"31","📆 October 29 also marked the 79th anniversary of the liberation of the City of Breda from German occupation by the 1st Polish Armored Division, commanded by General Stanislaw Maczek. 

















🕯 It is an important day to commemorate soldiers who lost their lives protecting European freedom or could not return home after the war due to an imposed communist regime. 

















🏛 We want to thank The Foundation of Annual Commemoration of the Liberation of Breda and Fundacja Serce Polski for inviting ABBA members to attend a ceremony by the @maczekmemorialbreda and giving them a tour of the museum.",0,"https://instagram.fric1-2.fna.fbcdn.net/v/t39.30808-6/468107104_122185707404088106_3665493454139832672_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fric1-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QE6429ORt9_fyT4FONxvjMmRlMHiwDme0e5ErCmXVT4GK-6T0jFaLMPVwEDsvZi3mmkKcluuUB5FIE6zQVTZwHM&_nc_ohc=z5otX1WyZnwQ7kNvwHu8dRZ&_nc_gid=YVjx_DuetYmh2WCmQWUkfA&edm=APs17CUAAAAA&ccb=7-5&oh=00_AffAOUcCmKfxgMvDapg7gcOv5dqFAzOR9Dce2dZum7r7nA&oe=69058C89&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",64,"Maczek Memorial Breda","abba.association.leiden",NA,"2023-11-07T17:00:44.000Z","Video","https://www.instagram.com/p/CzWjk7tCuat/",NA,2023-11-07,1,"Cultural",1,0,0,0,1,0,0,0,1,0,0,NA,646.123521681997
"32","🏗 ""The process for rebuilding Ukraine starts now."" 

















🇺🇦 On October 19, ABBA hosted a panel discussion on the reconstruction of Ukraine titled ""Build Back Better."" 

















🗣 Focusing on the role young people can play in the restoration process, the event brought together and engaged 50+ attendees in meaningful discussions. 

















🙏 We thank our distinguished speakers & moderator and look forward to hosting more important roundtables!",0,"https://scontent-lga3-3.cdninstagram.com/v/t39.30808-6/468389377_122185711838088106_4011766924975441431_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEDi2NH7HVQujwvmcbMwsVaf0QFydQ8k9H3JQ6LYgPfSda1CFb7LmddjO-SbUMcytI&_nc_ohc=HAJaFUNGyA4Q7kNvwFoWxuX&_nc_gid=JIOgDZbtb0SkSfVPY0GgLA&edm=APs17CUAAAAA&ccb=7-5&oh=00_Affp0qqCkpdJmVnF15Bdz6ns4mJ81T_WaYIn6LLOWwsQWA&oe=69059A23&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",50,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2023-11-08T09:00:42.000Z","Carrousel","https://www.instagram.com/p/CzYRb5hLMtY/",NA,2023-11-08,1,"Political",1,0,0,0,0,1,0,0,1,0,0,NA,646.156373193167
