"caption","commentsCount","displayUrl","firstComment","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","inputUrl","isCommentsDisabled","isPinned","likesCount","locationName","productType","timestamp","type","url","videoPlayCount"
"ROOM CHANGE: The event will take place in Room 3.46!

✨ How do we compensate war victims, not in theory, but in real life?

ABBA Student Association invites you to a powerful and deeply relevant discussion:
“How to Compensate Victims: From Theory to Practice.”

Every conflict leaves behind people whose lives have been irreversibly changed. Some lose homes. Others lose family members. Many lose the sense of justice that societies are built upon.

👉 But what does justice actually mean for victims of war?
👉 Who is responsible for recognizing their suffering?
👉 And most importantly: how can compensation happen fairly, practically, and in accordance with international law?

📆 Friday, 28th November
⏰  17:30–19:00
📍 Room 3.46, Leiden University Wijnhaven, Turfmarkt 99, The Hague

Join us for a transformative lecture on one of the most urgent questions in contemporary international justice!

Sign up using the link in our bio!","2","https://scontent-lhr6-1.cdninstagram.com/v/t51.82787-15/582437172_17978354789948578_56934562684945307_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzc2OTQ3MDg4NzkyNjA1NTgzMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=jdQkHYi6b4sQ7kNvwFaEgsd&_nc_oc=AdoXsq6qcfl91_ZE5lV5lBZuwYZKrprAnkzyh9KuhuR5sK5LJHVysrbz5cAtA8Ave_0&_nc_zt=23&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_gid=_EwdCDztrBb2WKBM95YEDw&_nc_ss=72289&oh=00_AQALe6x2OmaYZbTfFnGb9hU6BGMdxMwH-46JpAB-0dcy0w&oe=6A6D3260","🔥🔥 🔥",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"70",,"carousel_container","2025-11-19T18:12:51.000Z","Sidecar","https://www.instagram.com/p/DRP2dKYAoW_/",
"❄️ Join us for this semester’s Cultural Festival: Winter Feast, where our cultures come together through food, dance, and an amazing time! We will be trying out amazing dishes, testing our knowledge via fun quizzes, and dancing the afternoon away!

⛄This is more than just a festival; it’s a chance to reconnect and bond through both our differences and similarities in our cultures. Whether you’re a foodie, a culture nerd, have awesome moves, or just looking for a fun evening with friends, this is the place to be! 

✨ Come experience the ABBA community at its finest!

📅 Friday, 14th of November
 🕔 17:00–20:30
📍 Beehive Common Room
 Turfmarkt 104, The Hague

👥 Sign up via the link in our bio!
🎟️ ABBA Members:  6€, non-members: 8€","0","https://scontent-ber1-1.cdninstagram.com/v/t51.82787-15/571854693_17976779342948578_8579201346206306370_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzc1Nzc3NzU3MTM3MTIxMzk0Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=i-PgidKQidAQ7kNvwE4acsq&_nc_oc=Adq3pieFvQv5_X-4cLmxRT7MMTXUaMRCNhR3tkhd6HmuLTNGx-S5SGs_-5oeerVumDA&_nc_zt=23&_nc_ht=scontent-ber1-1.cdninstagram.com&_nc_gid=znBXjitA6xzg30EFU0QA4w&_nc_ss=72289&oh=00_AQCHesBsPuTva2FlMChx10E98kp_4R6kYqLkEy2yY6Ud6w&oe=6A6D4D3C","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"100",,"carousel_container","2025-11-03T15:00:19.000Z","Sidecar","https://www.instagram.com/p/DQmTtE8ggo4/",
"Still unsure about joining our Monday event ”Community Responses in Times of Crisis”? This is your 👉 chance to sign up now!

Join ABBA and Come Back Alive Foundation for an insightful conversation with experts: Zoia Krasovska and Alla Solod. We will explore how societies respond to crises and disruption. Do not worry - you will also have time to ask your questions!

📅 Monday, May 18th
🕠 17:30–19:00
📍 Room 4B.56, Spui Campus, Leiden University, The Hague
🔗 Sign up via link in our bio!

#abbaassociation #ukraine #community #resilience","0","https://instagram.frtm1-2.fna.fbcdn.net/v/t51.71878-15/656225684_789587740757943_7925819801992212371_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.frtm1-2.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gGvH3XhYuSW4LEt78w9yE2TYgvauM-Gdq2vSwic7oSSH8dVqu9uJhKKJTFim4FYLGU&_nc_ohc=z5ELi2fQRiUQ7kNvwHefR71&_nc_gid=QXZ75BeUAKijG-twkJ_6tw&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQCV39ojAifEMQ_CykobjDOr3X36Uk5r-1ymfgwTFBB4cQ&oe=6A6D53ED&_nc_sid=c6f216","","abbaassociation","ukraine","community","resilience",,,,"https://www.instagram.com/abba.association.leiden/","false",,"30",,"clips","2026-05-17T10:42:33.000Z","Video","https://www.instagram.com/p/DYb8TaliRyU/","1585"
"*Typo in the design: the event is on TUESDAY, 21st of April*

Join us for an impactful and human-centered discussion at the “Education & Psychological Well-being of Ukrainian Refugees” panel 💙💛

This event brings together personal stories and expert insights to explore the challenges, resilience, and lived experiences of Ukrainian refugees in the Netherlands, with a focus on education and mental health.

❓ What to expect:
• Real-life experiences of displacement and adaptation
• Insights on stress, resilience, and psychological well-being
• An open and empathetic dialogue within the academic community

🎙️ Featuring:
• Viktoriia Vovk – Psychologist and refugee
• Rashid Dossett – Anthropologist
• Moderated by Sofia Bezkorovaina

📅 Tuesday, April 21st
⏰ 17:00–19:00 
📍 Room 3B.38, Spui Campus

Be part of an important conversation that fosters empathy, awareness, and understanding.

👉 Sign up via the link in bio!","4","https://scontent-syd2-1.cdninstagram.com/v/t51.82787-15/671209664_17995074017948578_9019207816901693748_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=Mzg3NTg4OTUyNjYxNDQwNTAyNw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=wmvUO1dkLlUQ7kNvwGm4cbk&_nc_oc=AdrqdroGR4jnAlRAuKWNb4Y-s6AUzJ_mmID1EheEA6sNA4g0VD7-8fSEBtbKW2Ox9cw&_nc_zt=23&_nc_ht=scontent-syd2-1.cdninstagram.com&_nc_gid=HxCXYxFaVidn--8GYS3KeQ&_nc_ss=72a8c&oh=00_AQDYNqel91C30CdfYCw3rbTKyLNfKnbV9rwqrHudV5vUCA&oe=6A6D2C1F","🔥",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"84",,"carousel_container","2026-04-15T14:30:00.000Z","Sidecar","https://www.instagram.com/p/DXJ94yNgto8/",
"🔎Join us at the ABBA Sustainable Peace and Security Conference 2026, a dynamic student-led event at Leiden University in The Hague, bringing together diplomats, policymakers, academics, and students to discuss the most pressing security challenges in Central and Eastern Europe. With high-level speakers from embassies, ministries, and international institutions, the conference offers a unique opportunity to engage with real-world policy debates, gain insights from experts, and connect with a diverse international audience.

❓The event will feature two main panels and interactive workshops. Panel 1, “Beyond Arms: Hybrid Warfare in Central and Eastern Europe”, will explore the evolving nature of hybrid threats, including disinformation, political interference, cyber operations, and other non-conventional tools used to destabilize democratic institutions. Panel 2, “Accountability and Enforcement: Does International Law Work in Practice?”, will focus on the effectiveness of international legal mechanisms in addressing violations of international law, particularly in the context of conflict and security crises.

🎟️The conference aims to foster dialogue between academia and policy institutions.

🎙️Speakers will include: 
Andriy Kostin - Ambassador of Ukraine to the Netherlands;
Paul Teesalu - Ambassador of Estonia to the Netherlands;
Mostafa Hilali - Lieutenant Colonel in the Royal Netherlands Army, representative of the Ministry of Defense in the Netherlands;
Mindaugas Žičkus - Chargé d’Affaires ad Interim of Lithuania in the Netherlands

More speakers to be announced soon!

📅 Saturday, April 18th
 🕔 10:30-19:00
📍 Room 1B.12, Leiden University Spuigebouw, Spui 5, The Hague

👥 Limited spots available! Sign up via the link in our bio!","1","https://instagram.flil1-1.fna.fbcdn.net/v/t51.82787-15/658176274_17994224567948578_7208810036874225785_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=Mzg3MDcyNTU3OTMwNTMxNTM1NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=bZH8a1zgAi4Q7kNvwHWAt35&_nc_oc=AdoEtzRPLpB19EEec81D5vIoE2HmqKF9wkAprCadDjcXJ68Qmt2lUv4AJ102fEk9Kcg&_nc_zt=23&_nc_ht=instagram.flil1-1.fna&_nc_gid=x8gB2aW8cgO03Crp3PWQ0A&_nc_ss=7ca8c&oh=00_AQBuunFWSKBp2_I-GpFNhS8-OBObEjQQ9BFtIm3rYeCX3A&oe=6A6D353C","🔥🔥🔥",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"61",,"carousel_container","2026-04-08T11:07:51.000Z","Sidecar","https://www.instagram.com/p/DW3lG-XAryS/",
"🇵🇱 The ABBA Student Association warmly invites you to an exclusive visit to the Embassy of the Republic of Poland! 

🏛️ Step into the world of diplomacy, meet Polish diplomats, and gain unique insights into Poland’s role in international relations, European affairs, and global cooperation. This visit offers a valuable opportunity to learn firsthand how diplomacy works in practice and to engage in meaningful discussions in an international setting.

⚠️ Spots are limited — don’t miss your chance to step inside the embassy and experience diplomacy up close.

📅 Wednesday, February 11th 
⏰ Meeting time: 11:45
📍 Embassy of the Republic of Poland, Alexanderstraat 25, 2514 JM Den Haag 

👔 The dress code for this event is formal! Please come dressed adequately!

🛂 To participate, please bring a valid ID or passport.

🔗 Sign up via the link in our bio!

✨ Get ready, bring your curiosity, and prepare your best questions for the Polish diplomats!","0","https://instagram.fbne12-1.fna.fbcdn.net/v/t51.82787-15/626943115_17986590947948578_2799097460228251261_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fbne12-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gEhgpKYFjjUTQU4ppHTJIihZleFgENduRbz7nF19vBQaT1PbXo2N2goYY3dQXQh2WE&_nc_ohc=lIDvoCphth4Q7kNvwEXTL6I&_nc_gid=6F9b08es9Hql1wSjAUiv_g&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQBh3W0s_0dLmEeB6dx4PKPj6T705LQCSsra9mbblzWLyg&oe=6A6D4482&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"-1",,"feed","2026-02-05T17:36:56.000Z","Image","https://www.instagram.com/p/DUYoOIDAuOh/",
"🇵🇱Ever been curious about what labor migration is, and what challenges it brings? If so, ABBA Student Association, in collaboration with The Hague Polish Society, is organizing the perfect event for you to learn more about this topic!

📚Bringing together experts from academia, public administration, and civil society, we will explore the complex realities of labour mobility in Europe. The event aims to provide a platform for dialogue between practitioners, scholars, and students, highlighting both the historical background and the current challenges of migration and workers’ rights in the European context.

💡Join us to discuss and learn about the economic, social, and political dimensions of labour migration!

📅 Wednesday, November 19th
 🕔 19:15 - 21:15
📍 Wijnhaven, Room 3.60, Turfmarkt 99, 2511 DP Den Haag

👥 Limited spots available! Sign up via the link in our bio!","1","https://scontent-fco2-1.cdninstagram.com/v/t51.82787-15/583109226_17977704944948578_3753837120487590473_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzc2NDU0NzE2Njg3MDM0Njk1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=BCy6Sz77dCcQ7kNvwExZdzm&_nc_oc=AdojXQzMHb7YidHFlEF6S33tO11Z6F5mxqrlRb2bVmzTjkDpB0ztlj7IrtBKPnJJvh8&_nc_zt=23&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_gid=g-WgGDqIryrJJT2SMfN_UA&_nc_ss=7ca8c&oh=00_AQAjQSLqrbSJa9NCafxZTkr_2Id9blTXrZaoONFr1s3uMA&oe=6A6D3754","relevant topic 🙏",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"71",,"carousel_container","2025-11-13T17:00:00.000Z","Sidecar","https://www.instagram.com/p/DRARYcQAhVV/",
"🎲 This Friday, we’re swapping essays for board games.

Join fellow ABBA members for a fun evening of games, laughs, and good company - the perfect end of the exam week 🃏✨

🔒 ABBA members only

📆 Friday, 27 March 
⏰ 17:30 
📍 The Boardroom Board Game Café, Torenstraat 142, 2513 BW Den Haag

💰 Only €2.50 p.p.
👥 Spots are limited. Sign up in advance to secure your spot!","0","https://instagram.fbne12-1.fna.fbcdn.net/v/t51.82787-15/657291608_17992322198948578_2603263921408348466_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=instagram.fbne12-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2gEEhHurBnyypIVgZF8M9IlScMvnMnWgB-bdcaeY64Vgp9qAdBjgHuTnIUKfLvpL0Ig&_nc_ohc=OMSew2vQ_igQ7kNvwEw-s0j&_nc_gid=b96RfUod3zwQg7ZO9azfAg&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQBE0N5Kc8Lc7aU3Owv37i7sLLhk-jLlSEOzhJNqCH58Dw&oe=6A6D2A85&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"-1",,"feed","2026-03-24T08:50:42.000Z","Image","https://www.instagram.com/p/DWQsLVfgkVN/",
"🎙️Join us for the ABBA Student Association Eastern European Cocktails Workshop! 

🔎 A fun DIY workshop, making a variety of cocktails! Learn to prepare, mix, and try 3 different cocktails inspired by Eastern European culture, listen and learn about some history & background behind each one!

📆 Sunday, 7 December
⏰ 15:00-17:00
📍 Beehive Common Room, Turfmarkt 104, 2511 DC Den Haag

We ask for a donation of €5 for members, €7 for non-members.

✍️Sign up via the link in bio!!","0","https://scontent-mad1-1.cdninstagram.com/v/t51.82787-15/587302909_17979720254948578_4787873318753543284_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzc3OTMyMTcyOTg1NjQ1NjIyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=8OYW0-XvAcoQ7kNvwHDr5af&_nc_oc=AdozcR1B6X2-rO99CApUhmp6Y1Y2clEDpuHTIPsWLWbIhmEm1wskXz2qPeoomGlgbEo&_nc_zt=23&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_gid=w-yx1bovTyCVY7zaEZJ-lw&_nc_ss=72289&oh=00_AQBtgdQlZGYieQeB4oWEdzYrP1akId-T8IpjajToyboRtg&oe=6A6D3006","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"44",,"carousel_container","2025-12-03T08:24:42.000Z","Sidecar","https://www.instagram.com/p/DRy2RtagrdZ/",
"🥟Join us for a Pierogi cooking workshop! 

🇵🇱 Have the chance to prepare and eat your own pierogi, Poland’s world-famous traditional dumplings! At the workshop, we will be cooking “pierogi ruskie”, dumplings filled with cheese, potatoes, and onion.

🥘Join us for a chance to learn a unique recipe, get a taste of Polish tradition, spend time with the ABBA community, and most importantly, have fun!

📆 Monday, 3 November
⏰ 17:00-19:30
📍Beehive Common Room

👥 Limited spots available! Sign up via the link in our bio!
🎟️ ABBA Members: 3€, non-members: 5€","2","https://scontent-nrt1-1.cdninstagram.com/v/t51.82787-15/570996227_17976073289948578_2050880389198404534_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzc1MjcwOTAwMjU1MTc5NzI0OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=LxrnDrwuKV8Q7kNvwGvmh-Z&_nc_oc=AdpTfMzdcMJEDKaVjMrSZqKUPNbfkanuymkGKYzFraqSk2nwClbFkLPlzxVylEsB4hWVvjHWI6klU1Iv5huQ5kh1&_nc_zt=23&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_gid=MCEfqFvtYpYmC3GQqe8tcg&_nc_ss=72689&oh=00_AQAF0r8OEaUDUuqRS31uELv4XtLJlx5C4ET65T3hcSIZsQ&oe=6A6D4955","😍😍",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"79",,"carousel_container","2025-10-27T17:00:00.000Z","Sidecar","https://www.instagram.com/p/DQUf8j-ggz9/",
"👀 Throwback to our last Cultural Festival: Girl Dinner edition 🎀

And guess what? We’re doing it all again next Friday, 14th of November! Get ready for a Winter Feast 🤩 

Only thing you need to do is sign up via the link in our bio! See you then!🫶

#culturalfestival #abba #winterfeast #winter #throwback #reel #girldinner","3","https://scontent-den2-1.cdninstagram.com/v/t51.82787-15/574503084_17977271093948578_2735798988627659130_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gGiXOJWlziRLi5pG7kxDa9RHNEx4HFreVI9Qf7U0sg_55PcftgT0o-2ZvvsTJEM6jY&_nc_ohc=LML7FASq0-IQ7kNvwHDXTlW&_nc_gid=ZZh3yTzQz_IEIRyXwa-p1Q&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQBIhBNtIP3H4ICfizm7M4jTilhTBiDBeJ-eNfS2mZ5sMQ&oe=6A6D5541&_nc_sid=c6f216","@trkaupers being the honorary girl ahah","culturalfestival","abba","winterfeast","winter","throwback","reel","girldinner","https://www.instagram.com/abba.association.leiden/","false",,"92",,"clips","2025-11-08T17:00:00.000Z","Video","https://www.instagram.com/p/DQzZbuTgqtb/","4515"
"🇸🇰🇷🇸🇬🇪 Ever been curious about how students across Central and Eastern Europe are fighting corruption and authoritarianism? If so, ABBA is organizing the perfect event for you to learn more about this topic!

📚 Bringing together students who have been on the frontlines of activism, we will explore the ways young people in Slovakia, Serbia, and Georgia are standing up to oppressive governments and defending democratic values. Sofia Anna Šebestová (Slovakia), Vita Avakumović (Serbia), and Kato Ambokadze (Georgia) will share their experiences and answer your questions in a moderated panel discussion.

📢 The event aims to provide a platform for dialogue between activists and students, highlighting real-life experiences, challenges, and strategies of grassroots movements.

💡 Join us to hear firsthand stories of civil disobedience, protest organization, and student-led advocacy!

📅Friday, December 5th
🕔17:15 - 19:00
📍Wijnhaven Campus, Room 2.17, Turfmarkt 99, 2511 DP Den Haag

Sign up via the link in our bio!","0","https://scontent-waw2-2.cdninstagram.com/v/t51.82787-15/587021522_17979460286948578_3298650959567100811_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ig_cache_key=Mzc3NzQzMzA3NTgyNzQ5MzMwMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=Xu5AvRv-9FQQ7kNvwHWSDfo&_nc_oc=Adr_SCxVlmbG4ZhiIDhuW47I5VxS88rracHT5vNPMnzPHVG43KXLTPc0pVIRvj0__6M&_nc_zt=23&_nc_ht=scontent-waw2-2.cdninstagram.com&_nc_gid=GFzQvrt_KId5-7Ey5wQxNg&_nc_ss=72a8c&oh=00_AQBX9AYr_O90-Cq2gaUQiEaRxOeGnNYk_PwcJMb1NEIHYA&oe=6A6D46AF","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"73",,"carousel_container","2025-11-30T17:52:17.000Z","Sidecar","https://www.instagram.com/p/DRsI2K0ArFF/",
"💃 Join us for an evening of traditional dances as part of the celebration of the Restoration of Independence of Lithuania!

✨You will get to learn Lithuanian dances, and learn about their traditions and the remembrance of independence. In collaboration with @nlt_jaunimo_sajunga 

📆 Monday, 16 March
⏰ 17:30-19:30
📍 Beehive Common Room, Turfmarkt 104, The Hague

👥 Limited spots at the event, sign up fast via the link in our bio!","0","https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/649218692_17990264108948578_1475900770961790502_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gEVxdO6XZwTyP_HILoFyWwEgj-qJIM6CaIvUxs-bAF0Z02Tca-4QIWwrN89tLqf-W4&_nc_ohc=Xn-HGMG-9VIQ7kNvwFzGpWs&_nc_gid=68aSR1_5Ho_ur1HrizPXEA&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQAae_mNb5mbD6XiUkVqfsvuwdeAS2SJkDS5q9D8KNqsfA&oe=6A6D581C&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"91",,"feed","2026-03-09T14:25:05.000Z","Image","https://www.instagram.com/p/DVqr1NlgiEV/",
"Have you ever wondered where the concept of a “vampire” comes from? 🧛🏻‍♀️

We can show you 👀

Join our first Serbian event and submerge into its folklore to discover a macabre mystery of Eastern European “vampyrs”...and more 🇷🇸

This edition of ABBA DnD will take you to explore the town of Crevny Sad - the Scarlet Orchard - a blossoming valley, breathing with best what Serbia has to offer: wine, mead, good company and vibrant culture. But underneath it a mystery awaits - a series of brutal attacks against the nobles committed not by a man, but something that used to be one. It is your task to determine what happened and put an end to it 

Leverage your detective skills, engage with your fellow players and navigate the intricate tapestry of Eastern European nobility and politics to uncover the mystery of Crveny Sad 🌸

🕐13:00 - 17:00
📍Beehive Common Room
📆Sun, 10 May
Spui 5 2511 BL The Hague

Sign-up by contacting our game master under +31 628 157 692 to be added to the group!","0","https://scontent-mrs2-2.cdninstagram.com/v/t51.82787-15/683751976_17997522563948578_3176385736039860379_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_ht=scontent-mrs2-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gGxpfWwhGjwQXoLahjFLqg5G7pSd9YBkaaArXzo4n1p9QdKRBx_niNbcPGR0JZbWrA&_nc_ohc=-WrZJWnjh3sQ7kNvwHqUnyU&_nc_gid=rQQ-ZDdIj4e104IDhnj3AA&edm=ADp7STQBAAAA&ccb=7-5&oh=00_AQDrEIE88qmCQmOzRuUx2XNd9kTBiVZNMjMkRdaGwlIlcQ&oe=6A6D5180&_nc_sid=c6f216","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"24",,"feed","2026-05-04T15:00:00.000Z","Image","https://www.instagram.com/p/DX68WxGgpbE/",
"‼️This event is exclusively for ABBA members.

🎙️Join us for the 1st ABBA Student Association General Assembly of the academic year! We invite all members to join for an open meeting to see ABBA’s goals for this year.

🔎Are you new to ABBA and have ideas on how to improve the association? We would also like to hear your thoughts on ABBA and welcome new members to our community.

❓Attendance is very much encouraged, so sign up via the link in our bio!

📆 Tuesday, 11 November
⏰ 18:30-20:00
📍 Room 3.60, Leiden University Wijnhaven, Turfmarkt 99, The Hague

🫵 Join us for a borrel afterwards! (Location TBD at the GA)","0","https://instagram.fein1-2.fna.fbcdn.net/v/t51.82787-15/572720498_17976453623948578_5180398724666498506_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=Mzc1NTY2MzY2Mzc1NTg2MDg3Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTMzNS5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=Hvdckgodr0QQ7kNvwH0U1Bt&_nc_oc=AdpWpd_g7DEbYs4ndfxKV4WTLOYBpfqBr7A7OiKxkcfFbKDScUIfnM6miFb8E76Q_BA&_nc_zt=23&_nc_ht=instagram.fein1-2.fna&_nc_gid=AjGE-o2dF_YUsbB_rCTjzQ&_nc_ss=7ca8c&oh=00_AQCwT7qPpXmiOiBjvkm4pnQjw3SaPpQAwnDuBs5Z0U65rQ&oe=6A6D401E","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"14",,"feed","2025-10-31T17:00:00.000Z","Image","https://www.instagram.com/p/DQezDQuApuM/",
"ABBA x Club Alpbach Netherlands – Info Session on the European Forum Alpbach Scholarship 

🏔️ Curious about spending two inspiring weeks in the Austrian Alps discussing Europe’s future with change leaders, policymakers, and innovators from across Europe and beyond?

ℹ️ Join this information session to learn about the scholarship opportunity to attend the European Forum Alpbach in late August. We will walk through the application process, share personal experiences from Alpbach, and give an inside look at what makes the Forum such a unique intellectual and social experience.

🌐 You will also learn how becoming a scholar connects you to an international network and how you can stay involved in the community afterwards through initiatives like Club Alpbach Netherlands. 

📆 Wednesday, 18 March
⏰ 18:00 - 19:30
📍 Room 3.48, Leiden University Wijnhaven, Turfmarkt 99, The Hague

🔗 Sign up via link in our bio!","0","https://instagram.frtm1-2.fna.fbcdn.net/v/t51.82787-15/649240871_17990645708948578_4748600866695909770_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzg1MTI5NTY2OTU1ODA3OTA5Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=HB1X6rhIREAQ7kNvwGXGG0p&_nc_oc=AdrpWNLLehQGQpHzKWk3zHmxBKyA-fPDAK4LgmzQZmLK_KFxvZEwV88PIgsDFmhQzpc&_nc_zt=23&_nc_ht=instagram.frtm1-2.fna&_nc_gid=lLYJRTdgFXva36R88MwhaA&_nc_ss=72a8c&oh=00_AQBagSRlRceQ4El2dPVB0I_JcNgHI2tACGGcUcv2VTni0g&oe=6A6D2FFF","",,,,,,,,"https://www.instagram.com/abba.association.leiden/","false",,"53",,"carousel_container","2026-03-12T15:47:11.000Z","Sidecar","https://www.instagram.com/p/DVyjnIwglse/",
